Booking Time,Competitors Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
20-04-2024 10:00,"130, 135, 125, 145",128,0,3,2,Pro
26-04-2024 12:00,"130, 135, 125, 145",154,Marathon,3,2,Pro
22-04-2024 08:00,"115, 120, 110, 130",165,0,1,14,Standard
13-04-2024 09:00,"125, 130, 120, 140",133,Business convention,2,2,Pro
11-04-2024 08:00,"110, 115, 105, 120",101,0,1,13,Standard
06-04-2024 10:00,"125, 130, 120, 140",152,Conference,4,4,Pro
04-04-2024 11:00,"115, 120, 110, 130",114,Business convention,4,8,Pro
26-04-2024 12:00,"120, 125, 115, 130",103,0,2,15,Standard
28-04-2024 08:00,"115, 120, 110, 130",135,0,3,3,Standard
29-04-2024 12:00,"125, 130, 120, 140",161,Marathon,2,5,Pro
17-04-2024 08:00,"115, 120, 110, 130",103,0,1,16,Standard
23-04-2024 12:30,"130, 135, 125, 145",168,Marathon,4,4,Pro
20-04-2024 10:00,"115, 120, 110, 130",86,0,2,17,Standard
20-04-2024 10:00,"115, 120, 110, 130",82,0,3,11,Standard
20-04-2024 10:00,"115, 120, 110, 130",96,0,4,16,Standard
04-04-2024 11:00,"125, 130, 120, 140",88,0,3,16,Pro
08-04-2024 12:00,"120, 125, 115, 130",122,0,3,13,Standard
29-04-2024 12:00,"125, 130, 120, 140",147,Conference,4,2,Pro
30-04-2024 10:00,"120, 125, 115, 135",137,0,3,12,Standard
22-04-2024 10:00,"125, 130, 120, 140",131,Marathon,2,5,Pro
12-04-2024 08:00,"115, 120, 110, 130",120,0,3,17,Standard
01-04-2024 12:00,"130, 135, 125, 145",121,Marathon,4,5,Pro
19-04-2024 09:00,"125, 130, 120, 140",145,Conference,3,2,Pro
28-04-2024 08:00,"110, 115, 105, 120",117,0,3,15,Standard
10-04-2024 08:00,"110, 115, 105, 120",95,0,4,14,Standard
25-04-2024 11:00,"130, 135, 120, 125",131,0,2,14,Standard
09-04-2024 11:30,"120, 125, 115, 130",102,0,3,19,Standard
18-04-2024 08:00,"115, 120, 110, 130",124,0,1,17,Standard
02-04-2024 12:45,"115, 120, 110, 130",110,0,3,17,Standard
01-04-2024 09:00,"125, 130, 120, 140",155,0,3,4,Pro
16-04-2024 12:00,"110, 115, 105, 120",88,Conference,3,15,Standard
30-04-2024 12:00,"120, 125, 115, 135",125,Concert,1,16,Standard
25-04-2024 09:00,"110, 115, 105, 120",90,0,3,15,Standard
22-04-2024 08:00,"115, 120, 110, 130",140,0,3,6,Standard
29-04-2024 12:00,"125, 130, 120, 140",160,Concert,2,5,Pro
17-04-2024 12:00,"110, 115, 105, 120",102,0,1,16,Standard
02-04-2024 08:00,"120, 125, 115, 130",170,0,2,17,Standard
09-04-2024 13:00,"120, 125, 115, 130",83,0,3,12,Standard
02-04-2024 08:00,"110, 115, 105, 120",121,0,4,14,Standard
02-04-2024 12:45,"125, 130, 120, 140",135,Marathon,3,5,Pro
14-04-2024 08:00,"115, 120, 110, 130",87,0,3,13,Standard
09-04-2024 11:30,"110, 115, 105, 120",103,0,4,14,Standard
20-04-2024 10:00,"130, 135, 120, 125",117,0,3,14,Standard
13-04-2024 11:00,"110, 115, 105, 120",119,0,3,15,Standard
10-04-2024 12:00,"110, 115, 105, 120",108,0,2,11,Standard
23-04-2024 09:00,"130, 135, 125, 145",166,0,3,17,Pro
14-04-2024 10:00,"130, 135, 125, 145",80,0,3,15,Standard
29-04-2024 12:00,"125, 130, 120, 140",180,Marathon,3,4,Pro
20-04-2024 12:00,"125, 130, 120, 140",104,0,3,14,Standard
27-04-2024 13:00,"120, 125, 115, 130",126,0,3,8,Pro
15-04-2024 11:30,"130, 135, 125, 145",180,Concert,3,2,Pro
03-04-2024 09:00,"125, 130, 120, 140",149,Concert,3,5,Pro
14-04-2024 10:00,"110, 115, 105, 120",104,0,1,17,Standard
30-04-2024 08:00,"115, 120, 110, 130",115,0,3,13,Standard
17-04-2024 12:00,"125, 130, 120, 140",142,Marathon,3,12,Pro
17-04-2024 12:00,"130, 135, 125, 145",141,0,2,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",170,0,2,2,Standard
27-04-2024 11:30,"115, 120, 110, 130",97,0,3,18,Standard
17-04-2024 08:00,"125, 130, 120, 140",100,0,2,15,Standard
13-04-2024 09:00,"125, 130, 120, 140",156,Marathon,4,4,Pro
17-04-2024 08:00,"115, 120, 110, 130",80,0,1,17,Standard
29-04-2024 12:00,"125, 130, 120, 140",130,Marathon,2,4,Pro
01-04-2024 09:00,"120, 125, 115, 135",115,Business convention,4,9,Standard
21-04-2024 09:00,"110, 115, 105, 120",150,0,2,16,Pro
21-04-2024 11:30,"115, 120, 110, 130",109,0,1,11,Standard
22-04-2024 12:00,"115, 120, 110, 130",108,0,3,12,Standard
01-04-2024 09:00,"115, 120, 110, 130",100,Food festival,1,20,Standard
11-04-2024 08:00,"125, 130, 120, 140",105,Marathon,2,5,Pro
12-04-2024 10:00,"125, 130, 120, 140",154,0,2,4,Pro
18-04-2024 08:00,"120, 125, 115, 130",95,0,1,19,Standard
22-04-2024 12:00,"125, 130, 120, 140",119,Concert,4,4,Pro
28-04-2024 08:00,"110, 115, 105, 120",82,0,3,14,Standard
02-04-2024 10:30,"125, 130, 120, 140",123,Concert,3,7,Pro
15-04-2024 11:30,"115, 120, 110, 130",110,0,3,4,Standard
22-04-2024 08:00,"125, 130, 120, 140",101,Food festival,2,7,Pro
28-04-2024 12:00,"120, 125, 115, 130",117,0,2,16,Pro
16-04-2024 12:00,"110, 115, 105, 120",95,0,3,17,Standard
23-04-2024 09:00,"110, 115, 105, 120",84,0,3,15,Standard
27-04-2024 09:00,"125, 130, 120, 140",151,Concert,2,13,Pro
17-04-2024 12:00,"130, 135, 125, 145",94,0,4,13,Standard
03-04-2024 14:00,"130, 135, 125, 145",172,0,1,12,Standard
29-04-2024 12:00,"130, 135, 125, 145",133,0,3,6,Pro
11-04-2024 08:00,"120, 125, 115, 130",105,0,3,20,Standard
22-04-2024 10:00,"120, 125, 115, 130",117,0,3,14,Standard
27-04-2024 13:00,"110, 115, 105, 120",129,0,4,12,Standard
25-04-2024 11:00,"115, 120, 110, 130",89,0,3,15,Standard
01-04-2024 12:00,"130, 135, 125, 145",143,Marathon,3,2,Pro
03-04-2024 14:00,"130, 135, 125, 145",151,Marathon,4,8,Pro
26-04-2024 12:00,"125, 130, 120, 140",148,Marathon,2,2,Pro
15-04-2024 13:00,"115, 120, 110, 130",88,0,3,16,Pro
23-04-2024 12:30,"125, 130, 120, 140",139,0,3,2,Standard
20-04-2024 10:00,"130, 135, 120, 125",170,0,3,5,Pro
29-04-2024 10:00,"115, 120, 110, 130",99,0,3,15,Standard
02-04-2024 10:30,"125, 130, 120, 140",139,Marathon,4,2,Pro
27-04-2024 13:00,"125, 130, 120, 140",82,0,2,14,Standard
19-04-2024 09:00,"120, 125, 115, 130",90,Business convention,2,19,Pro
29-04-2024 10:00,"120, 125, 115, 130",154,0,2,13,Pro
02-04-2024 08:00,"120, 125, 115, 130",126,Conference,2,2,Pro
02-04-2024 08:00,"120, 125, 115, 130",124,0,3,20,Standard
29-04-2024 08:00,"125, 130, 120, 140",143,0,3,3,Pro
29-04-2024 08:00,"115, 120, 110, 130",103,0,1,16,Standard
28-04-2024 12:00,"130, 135, 125, 145",122,0,4,6,Pro
26-04-2024 12:00,"120, 125, 115, 135",108,Conference,4,16,Standard
18-04-2024 12:00,"115, 120, 110, 130",115,Conference,3,11,Standard
18-04-2024 12:00,"125, 130, 120, 140",84,Marathon,3,12,Pro
20-04-2024 12:00,"115, 120, 110, 130",87,0,3,17,Standard
12-04-2024 10:00,"120, 125, 115, 130",87,0,2,5,Standard
30-04-2024 10:00,"115, 120, 110, 130",95,0,3,15,Standard
26-04-2024 12:00,"125, 130, 120, 140",130,Marathon,2,4,Pro
29-04-2024 12:00,"110, 115, 105, 120",106,0,3,14,Standard
06-04-2024 12:00,"130, 135, 125, 145",114,0,4,11,Standard
09-04-2024 11:30,"120, 125, 115, 135",132,0,4,15,Standard
10-04-2024 08:00,"115, 120, 110, 130",122,0,3,10,Standard
07-04-2024 09:00,"125, 130, 120, 140",154,Marathon,3,3,Pro
21-04-2024 13:00,"130, 135, 125, 145",172,0,4,5,Pro
06-04-2024 08:00,"115, 120, 110, 130",105,0,3,8,Standard
20-04-2024 12:00,"125, 130, 120, 140",156,Concert,3,4,Pro
22-04-2024 12:00,"110, 115, 105, 120",104,0,1,19,Standard
14-04-2024 08:00,"120, 125, 115, 130",109,Conference,3,13,Standard
30-04-2024 10:00,"120, 125, 115, 130",130,Marathon,2,4,Pro
19-04-2024 09:00,"130, 135, 125, 145",148,Conference,3,5,Pro
14-04-2024 10:00,"115, 120, 110, 130",92,0,1,17,Standard
29-04-2024 12:00,"130, 135, 125, 145",171,Marathon,3,4,Pro
08-04-2024 08:00,"130, 135, 125, 145",134,Business convention,2,2,Pro
10-04-2024 12:00,"120, 125, 115, 130",86,0,3,15,Standard
20-04-2024 10:00,"110, 115, 105, 120",92,0,4,16,Standard
03-04-2024 09:00,"115, 120, 110, 130",140,Food festival,4,5,Pro
15-04-2024 09:00,"110, 115, 105, 120",123,0,3,12,Standard
03-04-2024 14:00,"130, 135, 125, 145",156,Marathon,3,4,Pro
09-04-2024 13:00,"125, 130, 120, 140",161,Marathon,2,2,Pro
22-04-2024 10:00,"115, 120, 110, 130",87,0,1,15,Standard
05-04-2024 10:00,"120, 125, 115, 130",147,0,4,17,Pro
18-04-2024 08:00,"110, 115, 105, 120",110,0,2,7,Standard
10-04-2024 10:00,"125, 130, 120, 140",91,0,3,15,Standard
06-04-2024 12:00,"125, 130, 120, 140",106,0,4,14,Standard
12-04-2024 10:00,"125, 130, 120, 140",141,Food festival,4,4,Pro
23-04-2024 11:00,"115, 120, 110, 130",80,0,1,13,Standard
12-04-2024 12:00,"125, 130, 120, 140",101,0,3,13,Pro
19-04-2024 09:00,"125, 130, 120, 140",133,0,2,6,Pro
06-04-2024 10:00,"120, 125, 115, 130",180,0,2,3,Pro
20-04-2024 10:00,"130, 135, 125, 145",180,0,3,2,Pro
17-04-2024 08:00,"120, 125, 115, 130",120,0,3,15,Standard
08-04-2024 12:00,"125, 130, 120, 140",137,Conference,2,2,Pro
01-04-2024 09:00,"115, 120, 110, 130",87,0,3,15,Standard
02-04-2024 10:30,"115, 120, 110, 130",127,Marathon,4,13,Pro
02-04-2024 12:45,"120, 125, 115, 130",111,0,3,14,Standard
28-04-2024 12:00,"120, 125, 115, 130",177,Concert,2,4,Pro
23-04-2024 09:00,"130, 135, 125, 145",165,Conference,3,2,Pro
08-04-2024 08:00,"130, 135, 125, 145",158,0,3,5,Pro
13-04-2024 09:00,"110, 115, 105, 120",84,0,4,13,Standard
22-04-2024 08:00,"115, 120, 110, 130",99,0,3,14,Standard
02-04-2024 08:00,"120, 125, 115, 130",112,0,3,8,Standard
13-04-2024 11:00,"120, 125, 115, 130",89,0,3,12,Standard
24-04-2024 08:00,"120, 125, 115, 130",119,0,3,13,Standard
20-04-2024 10:00,"120, 125, 115, 130",85,0,3,16,Standard
03-04-2024 09:00,"125, 130, 120, 140",137,Conference,4,2,Pro
13-04-2024 09:00,"110, 115, 105, 120",115,0,1,14,Standard
05-04-2024 12:00,"125, 130, 120, 140",146,Marathon,3,2,Pro
19-04-2024 09:00,"130, 135, 125, 145",153,Concert,4,4,Pro
12-04-2024 12:00,"130, 135, 125, 145",153,0,3,4,Pro
18-04-2024 12:00,"115, 120, 110, 130",121,0,1,13,Standard
29-04-2024 12:00,"115, 120, 110, 130",112,Concert,1,14,Standard
02-04-2024 08:00,"110, 115, 105, 120",104,0,1,16,Standard
14-04-2024 08:00,"115, 120, 110, 130",112,0,3,9,Standard
01-04-2024 15:00,"120, 125, 115, 130",87,0,3,10,Standard
27-04-2024 13:00,"125, 130, 120, 140",152,Food festival,2,8,Pro
10-04-2024 10:00,"130, 135, 125, 145",180,0,3,3,Pro
28-04-2024 12:00,"125, 130, 120, 140",133,Marathon,3,2,Pro
24-04-2024 08:00,"115, 120, 110, 130",97,0,3,15,Standard
29-04-2024 10:00,"120, 125, 115, 130",159,0,2,10,Pro
01-04-2024 09:00,"130, 135, 125, 145",149,Concert,2,4,Pro
19-04-2024 09:00,"130, 135, 125, 145",174,Concert,4,4,Pro
16-04-2024 08:00,"130, 135, 125, 145",174,Marathon,3,3,Standard
14-04-2024 12:00,"120, 125, 115, 130",90,0,3,15,Standard
30-04-2024 10:00,"115, 120, 110, 130",125,0,1,16,Standard
03-04-2024 09:00,"125, 130, 120, 140",171,0,3,2,Pro
09-04-2024 11:30,"115, 120, 110, 130",117,0,3,15,Standard
09-04-2024 13:00,"120, 125, 115, 130",133,0,2,13,Standard
19-04-2024 09:00,"125, 130, 120, 140",152,Conference,2,3,Pro
02-04-2024 10:30,"125, 130, 120, 140",107,Marathon,4,12,Pro
09-04-2024 13:00,"130, 135, 125, 145",141,0,4,2,Pro
19-04-2024 09:00,"125, 130, 120, 140",80,0,2,9,Standard
13-04-2024 09:00,"110, 115, 105, 120",87,0,4,17,Pro
06-04-2024 10:00,"130, 135, 125, 145",149,0,4,2,Pro
26-04-2024 12:00,"125, 130, 120, 140",131,Concert,2,2,Pro
17-04-2024 08:00,"125, 130, 120, 140",116,Conference,2,2,Pro
15-04-2024 13:00,"130, 135, 125, 145",124,0,3,17,Standard
14-04-2024 08:00,"120, 125, 115, 130",130,0,3,13,Standard
30-04-2024 08:00,"130, 135, 120, 125",162,0,3,13,Pro
03-04-2024 11:30,"115, 120, 110, 130",113,0,1,15,Standard
08-04-2024 12:00,"115, 120, 110, 130",106,0,3,15,Standard
17-04-2024 08:00,"110, 115, 105, 120",110,0,2,14,Standard
15-04-2024 09:00,"110, 115, 105, 120",117,0,3,16,Standard
30-04-2024 12:00,"115, 120, 110, 130",103,0,3,11,Standard
18-04-2024 08:00,"115, 120, 110, 130",98,0,3,17,Standard
12-04-2024 12:00,"120, 125, 115, 130",124,0,2,20,Standard
20-04-2024 12:00,"120, 125, 115, 130",154,0,1,6,Pro
01-04-2024 15:00,"130, 135, 125, 145",104,Conference,3,3,Standard
20-04-2024 08:00,"125, 130, 120, 140",165,Concert,3,8,Pro
15-04-2024 11:30,"115, 120, 110, 130",109,0,3,17,Standard
14-04-2024 12:00,"130, 135, 120, 125",128,Marathon,3,3,Pro
14-04-2024 08:00,"130, 135, 125, 145",171,0,3,2,Standard
28-04-2024 12:00,"110, 115, 105, 120",102,0,3,10,Standard
14-04-2024 12:00,"125, 130, 120, 140",148,Marathon,2,5,Pro
03-04-2024 09:00,"125, 130, 120, 140",166,Conference,4,3,Pro
29-04-2024 12:00,"120, 125, 115, 130",171,0,3,12,Pro
13-04-2024 09:00,"125, 130, 120, 140",116,Marathon,2,2,Pro
04-04-2024 08:00,"110, 115, 105, 120",124,0,3,13,Standard
18-04-2024 10:00,"130, 135, 125, 145",122,Marathon,4,4,Pro
25-04-2024 11:00,"125, 130, 120, 140",141,Concert,4,5,Pro
30-04-2024 08:00,"120, 125, 115, 130",146,0,3,17,Standard
09-04-2024 13:00,"120, 125, 115, 130",143,Food festival,3,3,Pro
05-04-2024 10:00,"125, 130, 120, 140",173,Marathon,2,4,Pro
04-04-2024 08:00,"130, 135, 125, 145",158,Concert,3,3,Pro
10-04-2024 12:00,"125, 130, 120, 140",164,Concert,3,2,Pro
19-04-2024 09:00,"125, 130, 120, 140",138,0,3,2,Pro
20-04-2024 10:00,"115, 120, 110, 130",107,0,2,12,Standard
04-04-2024 08:00,"115, 120, 110, 130",85,0,3,18,Standard
06-04-2024 10:00,"125, 130, 120, 140",153,Marathon,4,4,Pro
19-04-2024 11:00,"125, 130, 120, 140",139,0,3,6,Pro
04-04-2024 09:30,"115, 120, 110, 130",123,0,3,15,Standard
04-04-2024 09:30,"115, 120, 110, 130",140,0,1,15,Standard
16-04-2024 10:00,"115, 120, 110, 130",96,0,4,19,Standard
18-04-2024 08:00,"120, 125, 115, 130",125,0,3,16,Standard
05-04-2024 10:00,"130, 135, 120, 125",137,0,3,16,Pro
05-04-2024 12:00,"125, 130, 120, 140",166,Marathon,4,4,Pro
04-04-2024 11:00,"130, 135, 125, 145",173,0,3,5,Pro
19-04-2024 09:00,"120, 125, 115, 130",140,0,3,5,Pro
23-04-2024 11:00,"125, 130, 120, 140",149,Marathon,3,2,Pro
28-04-2024 08:00,"120, 125, 115, 130",103,Concert,4,3,Standard
05-04-2024 08:00,"110, 115, 105, 120",105,0,1,12,Standard
10-04-2024 12:00,"130, 135, 125, 145",137,Marathon,2,4,Pro
20-04-2024 08:00,"110, 115, 105, 120",127,0,4,13,Standard
06-04-2024 12:00,"115, 120, 110, 130",121,0,4,18,Standard
17-04-2024 08:00,"115, 120, 110, 130",103,0,2,12,Standard
21-04-2024 13:00,"115, 120, 110, 130",117,0,1,16,Standard
21-04-2024 13:00,"125, 130, 120, 140",156,Marathon,3,2,Pro
27-04-2024 11:30,"120, 125, 115, 135",108,0,1,10,Pro
05-04-2024 12:00,"115, 120, 110, 130",82,0,3,16,Standard
08-04-2024 08:00,"130, 135, 125, 145",121,0,3,6,Pro
22-04-2024 12:00,"130, 135, 125, 145",112,0,4,6,Pro
27-04-2024 13:00,"115, 120, 110, 130",86,0,4,16,Standard
18-04-2024 08:00,"130, 135, 125, 145",134,0,3,2,Pro
19-04-2024 11:00,"115, 120, 110, 130",101,0,1,11,Standard
16-04-2024 10:00,"115, 120, 110, 130",101,0,3,17,Standard
27-04-2024 11:30,"115, 120, 110, 130",105,0,3,17,Standard
17-04-2024 12:00,"115, 120, 110, 130",95,0,3,20,Standard
06-04-2024 08:00,"115, 120, 110, 130",120,0,3,16,Standard
02-04-2024 10:30,"110, 115, 105, 120",80,0,1,20,Standard
19-04-2024 09:00,"130, 135, 125, 145",155,Marathon,3,2,Pro
29-04-2024 10:00,"125, 130, 120, 140",178,Concert,3,4,Pro
19-04-2024 11:00,"120, 125, 115, 130",105,0,3,13,Pro
08-04-2024 10:00,"120, 125, 115, 130",109,0,3,16,Standard
18-04-2024 12:00,"130, 135, 125, 145",104,0,2,15,Standard
28-04-2024 10:00,"110, 115, 105, 120",115,0,3,15,Standard
30-04-2024 12:00,"115, 120, 110, 130",81,0,1,9,Standard
26-04-2024 08:00,"130, 135, 125, 145",165,0,3,2,Pro
11-04-2024 12:00,"130, 135, 125, 145",137,0,3,6,Pro
21-04-2024 13:00,"120, 125, 115, 135",116,Food festival,3,9,Pro
27-04-2024 11:30,"125, 130, 120, 140",139,Marathon,3,2,Pro
19-04-2024 11:00,"110, 115, 105, 120",116,0,3,13,Standard
10-04-2024 10:00,"120, 125, 115, 130",162,0,4,16,Pro
18-04-2024 12:00,"115, 120, 110, 130",97,0,3,14,Standard
01-04-2024 12:00,"130, 135, 125, 145",149,Concert,3,4,Pro
28-04-2024 12:00,"130, 135, 125, 145",169,0,2,11,Pro
02-04-2024 08:00,"125, 130, 120, 140",100,Concert,1,15,Standard
15-04-2024 13:00,"125, 130, 120, 140",156,Conference,2,5,Pro
28-04-2024 08:00,"125, 130, 120, 140",137,Conference,3,12,Standard
17-04-2024 12:00,"130, 135, 125, 145",162,Concert,2,2,Pro
18-04-2024 10:00,"110, 115, 105, 120",100,0,3,14,Standard
02-04-2024 08:00,"120, 125, 115, 130",145,Concert,3,5,Pro
13-04-2024 09:00,"125, 130, 120, 140",140,Marathon,2,3,Pro
19-04-2024 11:00,"125, 130, 120, 140",122,Marathon,3,6,Pro
18-04-2024 08:00,"125, 130, 120, 140",148,Marathon,2,2,Pro
28-04-2024 08:00,"110, 115, 105, 120",94,0,3,17,Standard
09-04-2024 09:00,"120, 125, 115, 135",147,0,4,6,Pro
14-04-2024 12:00,"120, 125, 115, 130",125,0,3,7,Standard
21-04-2024 09:00,"115, 120, 110, 130",135,0,4,17,Standard
14-04-2024 12:00,"125, 130, 120, 140",156,Concert,2,2,Pro
22-04-2024 08:00,"125, 130, 120, 140",127,Concert,4,2,Pro
19-04-2024 11:00,"120, 125, 115, 130",99,0,3,15,Standard
14-04-2024 10:00,"130, 135, 125, 145",161,0,3,13,Standard
01-04-2024 09:00,"110, 115, 105, 120",129,0,2,11,Pro
25-04-2024 09:00,"130, 135, 120, 125",152,0,3,4,Pro
21-04-2024 13:00,"115, 120, 110, 130",91,0,1,15,Pro
26-04-2024 12:00,"130, 135, 125, 145",148,Marathon,2,7,Pro
28-04-2024 08:00,"110, 115, 105, 120",116,0,3,14,Standard
20-04-2024 10:00,"110, 115, 105, 120",89,0,3,20,Standard
10-04-2024 12:00,"125, 130, 120, 140",180,0,4,14,Pro
29-04-2024 12:00,"130, 135, 125, 145",144,Concert,2,5,Pro
30-04-2024 08:00,"115, 120, 110, 130",108,0,3,15,Standard
19-04-2024 11:00,"120, 125, 115, 130",130,0,1,2,Standard
13-04-2024 11:00,"115, 120, 110, 130",127,0,3,16,Standard
03-04-2024 09:00,"125, 130, 120, 140",159,Food festival,3,6,Pro
26-04-2024 08:00,"110, 115, 105, 120",139,0,3,13,Standard
16-04-2024 10:00,"130, 135, 125, 145",180,Marathon,3,2,Pro
13-04-2024 09:00,"130, 135, 125, 145",166,Marathon,2,2,Pro
25-04-2024 11:00,"110, 115, 105, 120",80,0,3,16,Standard
22-04-2024 10:00,"120, 125, 115, 130",144,Marathon,2,8,Standard
02-04-2024 10:30,"130, 135, 125, 145",142,Marathon,2,5,Pro
22-04-2024 12:00,"125, 130, 120, 140",148,Conference,2,5,Pro
24-04-2024 10:00,"130, 135, 125, 145",180,Marathon,4,5,Pro
30-04-2024 08:00,"125, 130, 120, 140",151,Marathon,2,2,Pro
17-04-2024 10:00,"125, 130, 120, 140",145,Concert,2,8,Pro
26-04-2024 12:00,"125, 130, 120, 140",129,Conference,2,2,Pro
22-04-2024 12:00,"125, 130, 120, 140",159,Marathon,2,2,Pro
25-04-2024 11:00,"115, 120, 110, 130",154,0,2,4,Standard
07-04-2024 11:00,"115, 120, 110, 130",92,0,2,13,Standard
08-04-2024 10:00,"130, 135, 125, 145",122,Conference,4,3,Pro
17-04-2024 08:00,"115, 120, 110, 130",119,0,3,11,Standard
06-04-2024 10:00,"115, 120, 110, 130",103,0,3,12,Pro
01-04-2024 09:00,"110, 115, 105, 120",101,0,4,13,Standard
17-04-2024 12:00,"115, 120, 110, 130",117,0,1,17,Standard
11-04-2024 08:00,"125, 130, 120, 140",145,0,4,15,Pro
15-04-2024 13:00,"120, 125, 115, 130",120,Concert,4,9,Standard
16-04-2024 08:00,"115, 120, 110, 130",151,0,2,15,Pro
21-04-2024 11:30,"130, 135, 125, 145",153,0,2,6,Pro
14-04-2024 12:00,"125, 130, 120, 140",162,0,4,5,Pro
24-04-2024 08:00,"130, 135, 125, 145",147,0,3,2,Standard
26-04-2024 12:00,"125, 130, 120, 140",124,Marathon,2,4,Pro
29-04-2024 12:00,"125, 130, 120, 140",157,Marathon,3,2,Pro
05-04-2024 12:00,"125, 130, 120, 140",140,Food festival,2,6,Pro
14-04-2024 12:00,"130, 135, 125, 145",139,0,3,2,Pro
28-04-2024 08:00,"120, 125, 115, 130",103,0,3,14,Standard
14-04-2024 08:00,"110, 115, 105, 120",106,0,2,14,Standard
24-04-2024 12:00,"125, 130, 120, 140",180,Marathon,2,2,Pro
19-04-2024 09:00,"130, 135, 125, 145",136,Conference,4,4,Pro
27-04-2024 09:00,"125, 130, 120, 140",125,Concert,3,15,Pro
06-04-2024 10:00,"130, 135, 125, 145",88,0,1,16,Standard
16-04-2024 08:00,"125, 130, 120, 140",119,Marathon,2,3,Pro
21-04-2024 13:00,"115, 120, 110, 130",105,0,3,17,Standard
18-04-2024 10:00,"115, 120, 110, 130",113,0,3,12,Standard
05-04-2024 10:00,"130, 135, 125, 145",153,Food festival,3,5,Standard
03-04-2024 09:00,"125, 130, 120, 140",143,0,2,4,Pro
11-04-2024 08:00,"120, 125, 115, 130",122,0,1,15,Standard
05-04-2024 10:00,"115, 120, 110, 130",105,0,3,18,Standard
01-04-2024 09:00,"110, 115, 105, 120",100,0,1,18,Standard
13-04-2024 09:00,"130, 135, 125, 145",149,Business convention,3,2,Pro
28-04-2024 08:00,"110, 115, 105, 120",114,0,4,16,Standard
01-04-2024 15:00,"120, 125, 115, 135",104,Food festival,3,12,Standard
14-04-2024 08:00,"125, 130, 120, 140",135,0,3,4,Pro
17-04-2024 10:00,"115, 120, 110, 130",102,0,3,18,Standard
18-04-2024 10:00,"125, 130, 120, 140",136,Marathon,3,4,Pro
01-04-2024 12:00,"130, 135, 125, 145",143,Marathon,3,11,Standard
04-04-2024 08:00,"115, 120, 110, 130",96,0,3,16,Standard
20-04-2024 10:00,"115, 120, 110, 130",91,0,2,17,Standard
16-04-2024 10:00,"115, 120, 110, 130",123,0,3,12,Standard
10-04-2024 12:00,"125, 130, 120, 140",156,Marathon,3,4,Pro
17-04-2024 10:00,"130, 135, 120, 125",117,0,3,2,Pro
08-04-2024 12:00,"125, 130, 120, 140",162,Conference,4,5,Pro
09-04-2024 11:30,"125, 130, 120, 140",161,0,4,7,Pro
01-04-2024 09:00,"120, 125, 115, 130",145,0,2,12,Standard
06-04-2024 12:00,"115, 120, 110, 130",81,0,3,15,Standard
30-04-2024 08:00,"115, 120, 110, 130",97,0,4,15,Standard
03-04-2024 09:00,"130, 135, 125, 145",154,0,2,4,Standard
15-04-2024 13:00,"110, 115, 105, 120",85,0,4,9,Standard
01-04-2024 09:00,"125, 130, 120, 140",168,Marathon,4,2,Pro
01-04-2024 12:00,"125, 130, 120, 140",150,Conference,4,5,Pro
19-04-2024 09:00,"130, 135, 125, 145",128,0,1,4,Pro
28-04-2024 08:00,"130, 135, 125, 145",150,0,4,6,Pro
12-04-2024 08:00,"110, 115, 105, 120",97,0,3,13,Standard
08-04-2024 10:00,"120, 125, 115, 130",83,0,4,18,Standard
04-04-2024 08:00,"110, 115, 105, 120",156,0,3,3,Standard
03-04-2024 14:00,"125, 130, 120, 140",135,Food festival,3,19,Pro
01-04-2024 12:00,"130, 135, 125, 145",150,0,3,3,Standard
19-04-2024 09:00,"125, 130, 120, 140",138,Marathon,2,4,Pro
01-04-2024 15:00,"115, 120, 110, 130",107,0,3,19,Standard
11-04-2024 10:00,"130, 135, 125, 145",148,0,2,10,Pro
14-04-2024 12:00,"120, 125, 115, 130",106,0,3,14,Standard
05-04-2024 12:00,"125, 130, 120, 140",147,Marathon,2,3,Pro
03-04-2024 14:00,"130, 135, 125, 145",155,0,4,2,Pro
19-04-2024 11:00,"130, 135, 125, 145",169,Concert,4,4,Pro
12-04-2024 12:00,"120, 125, 115, 130",92,0,3,18,Standard
21-04-2024 09:00,"120, 125, 115, 130",145,0,3,19,Standard
20-04-2024 10:00,"110, 115, 105, 120",81,0,3,17,Standard
05-04-2024 10:00,"115, 120, 110, 130",86,0,2,15,Standard
28-04-2024 12:00,"125, 130, 120, 140",101,Business convention,4,16,Standard
20-04-2024 12:00,"125, 130, 120, 140",147,Concert,4,3,Pro
03-04-2024 14:00,"125, 130, 120, 140",133,0,2,5,Pro
15-04-2024 13:00,"120, 125, 115, 135",119,Marathon,2,6,Pro
14-04-2024 10:00,"120, 125, 115, 130",112,0,3,13,Standard
11-04-2024 08:00,"115, 120, 110, 130",127,0,2,7,Standard
14-04-2024 08:00,"125, 130, 120, 140",162,0,2,6,Pro
08-04-2024 12:00,"110, 115, 105, 120",95,0,2,16,Standard
18-04-2024 08:00,"130, 135, 125, 145",160,0,3,6,Pro
13-04-2024 11:00,"125, 130, 120, 140",146,0,4,11,Pro
17-04-2024 12:00,"125, 130, 120, 140",137,Marathon,4,2,Pro
17-04-2024 08:00,"115, 120, 110, 130",102,0,3,15,Standard
